heat_no,grade,width_mm,thickness_mm,stage,enter_time,start_time,proc_end_time,exit_time,equipment,reason_code,due_date
H0114,SUS304,1250,202,lf_wait,2026-06-02 21:39:08.534389787,2026-06-02 21:39:08.534389787,2026-06-02 21:44:40.348814893,2026-06-02 21:44:40.348814893,LF_WAIT-3,,2026-06-03 05:44:14.287894026
H0114,SUS304,1250,202,lf,2026-06-02 21:44:40.348814893,2026-06-02 22:04:49.581208990,2026-06-02 22:23:54.115702319,2026-06-02 22:23:54.115702319,LF-1,,2026-06-03 05:44:14.287894026
H0114,SUS304,1250,202,tundish,2026-06-02 22:23:54.115702319,2026-06-02 22:23:54.115702319,2026-06-02 22:30:29.364143626,2026-06-02 22:30:29.364143626,TUNDISH-1,,2026-06-03 05:44:14.287894026
H0114,SUS304,1250,202,mold,2026-06-02 22:30:29.364143626,2026-06-02 22:30:29.364143626,2026-06-02 22:48:34.227900373,2026-06-02 22:48:34.227900373,MOLD-1,폭변경셋업,2026-06-03 05:44:14.287894026
H0114,SUS304,1250,202,cooling,2026-06-02 22:48:34.227900373,2026-06-02 22:48:34.227900373,2026-06-02 23:10:46.644547445,2026-06-02 23:10:46.644547445,COOLING-2,,2026-06-03 05:44:14.287894026
H0114,SUS304,1250,202,yard,2026-06-02 23:10:46.644547445,2026-06-02 23:10:46.644547445,2026-06-02 23:16:27.666484208,2026-06-02 23:16:27.666484208,YARD-1,,2026-06-03 05:44:14.287894026
H0115,SUS304,1600,210,ld,2026-06-02 21:54:36.896572694,2026-06-02 21:54:36.896572694,2026-06-02 22:01:32.276935119,2026-06-02 22:01:32.276935119,LD-1,,2026-06-03 07:03:34.430407551
H0115,SUS304,1600,210,lf_wait,2026-06-02 22:01:32.276935119,2026-06-02 22:01:32.276935119,2026-06-02 22:07:32.890954321,2026-06-02 22:07:32.890954321,LF_WAIT-1,,2026-06-03 07:03:34.430407551
H0115,SUS304,1600,210,lf,2026-06-02 22:07:32.890954321,2026-06-02 22:23:54.115702319,2026-06-02 22:50:31.168602748,2026-06-02 22:50:31.168602748,LF-1,크레인대기,2026-06-03 07:03:34.430407551
H0115,SUS304,1600,210,tundish,2026-06-02 22:50:31.168602748,2026-06-02 22:50:31.168602748,2026-06-02 22:57:38.896093161,2026-06-02 22:57:38.896093161,TUNDISH-1,,2026-06-03 07:03:34.430407551
H0115,SUS304,1600,210,mold,2026-06-02 22:57:38.896093161,2026-06-02 22:57:38.896093161,2026-06-02 23:16:20.861044444,2026-06-02 23:16:20.861044444,MOLD-1,폭변경셋업,2026-06-03 07:03:34.430407551
H0115,SUS304,1600,210,cooling,2026-06-02 23:16:20.861044444,2026-06-02 23:16:20.861044444,2026-06-02 23:38:05.410848089,2026-06-02 23:38:05.410848089,COOLING-4,,2026-06-03 07:03:34.430407551
H0115,SUS304,1600,210,yard,2026-06-02 23:38:05.410848089,2026-06-02 23:38:05.410848089,2026-06-02 23:43:44.497223671,2026-06-02 23:43:44.497223671,YARD-1,,2026-06-03 07:03:34.430407551
H0116,SS400,1500,260,ld,2026-06-02 22:14:05.062812650,2026-06-02 22:14:05.062812650,2026-06-02 22:20:49.620551708,2026-06-02 22:20:49.620551708,LD-1,,2026-06-03 07:46:46.902971395
H0116,SS400,1500,260,lf_wait,2026-06-02 22:20:49.620551708,2026-06-02 22:20:49.620551708,2026-06-02 22:27:13.816972266,2026-06-02 22:27:13.816972266,LF_WAIT-2,,2026-06-03 07:46:46.902971395
H0116,SS400,1500,260,tundish,2026-06-02 22:27:13.816972266,2026-06-02 22:57:38.896093161,2026-06-02 23:03:10.723141624,2026-06-02 23:16:20.861044444,TUNDISH-1,,2026-06-03 07:46:46.902971395
H0116,SS400,1500,260,mold,2026-06-02 23:16:20.861044444,2026-06-02 23:16:20.861044444,2026-06-02 23:33:51.947497406,2026-06-02 23:33:51.947497406,MOLD-1,강종전환셋업,2026-06-03 07:46:46.902971395
H0116,SS400,1500,260,cooling,2026-06-02 23:33:51.947497406,2026-06-02 23:33:51.947497406,2026-06-02 23:55:04.485897727,2026-06-02 23:55:04.485897727,COOLING-3,,2026-06-03 07:46:46.902971395
H0116,SS400,1500,260,yard,2026-06-02 23:55:04.485897727,2026-06-02 23:55:04.485897727,2026-06-03 00:02:24.243889123,2026-06-03 00:02:24.243889123,YARD-1,,2026-06-03 07:46:46.902971395
H0117,SS400,1500,249,ld,2026-06-02 22:36:42.488391810,2026-06-02 22:36:42.488391810,2026-06-02 22:42:43.762246637,2026-06-02 22:42:43.762246637,LD-1,,2026-06-03 05:51:18.636901531
H0117,SS400,1500,249,lf_wait,2026-06-02 22:42:43.762246637,2026-06-02 22:42:43.762246637,2026-06-02 22:49:43.593970910,2026-06-02 22:49:43.593970910,LF_WAIT-3,,2026-06-03 05:51:18.636901531
H0117,SS400,1500,249,tundish,2026-06-02 22:49:43.593970910,2026-06-02 23:16:20.861044444,2026-06-02 23:21:38.154631950,2026-06-02 23:33:51.947497406,TUNDISH-1,,2026-06-03 05:51:18.636901531
H0117,SS400,1500,249,mold,2026-06-02 23:33:51.947497406,2026-06-02 23:33:51.947497406,2026-06-02 23:45:43.555032883,2026-06-02 23:45:43.555032883,MOLD-1,,2026-06-03 05:51:18.636901531
H0117,SS400,1500,249,cooling,2026-06-02 23:45:43.555032883,2026-06-02 23:45:43.555032883,2026-06-03 00:02:41.841242781,2026-06-03 00:02:41.841242781,COOLING-1,,2026-06-03 05:51:18.636901531
H0117,SS400,1500,249,yard,2026-06-03 00:02:41.841242781,2026-06-03 00:02:41.841242781,2026-06-03 00:09:14.985541801,2026-06-03 00:09:14.985541801,YARD-1,,2026-06-03 05:51:18.636901531
H0118,SS400,1600,241,ld,2026-06-02 22:55:07.110158146,2026-06-02 22:55:07.110158146,2026-06-02 23:02:36.042524642,2026-06-02 23:02:36.042524642,LD-1,,2026-06-03 04:33:30.973976528
H0118,SS400,1600,241,lf_wait,2026-06-02 23:02:36.042524642,2026-06-02 23:02:36.042524642,2026-06-02 23:08:33.279337111,2026-06-02 23:08:33.279337111,LF_WAIT-1,,2026-06-03 04:33:30.973976528
H0118,SS400,1600,241,tundish,2026-06-02 23:08:33.279337111,2026-06-02 23:33:51.947497406,2026-06-02 23:40:00.133601664,2026-06-02 23:45:43.555032883,TUNDISH-1,,2026-06-03 04:33:30.973976528
H0118,SS400,1600,241,mold,2026-06-02 23:45:43.555032883,2026-06-02 23:45:43.555032883,2026-06-02 23:59:05.828542247,2026-06-02 23:59:05.828542247,MOLD-1,,2026-06-03 04:33:30.973976528
H0118,SS400,1600,241,cooling,2026-06-02 23:59:05.828542247,2026-06-02 23:59:05.828542247,2026-06-03 00:18:51.070606839,2026-06-03 00:18:51.070606839,COOLING-2,,2026-06-03 04:33:30.973976528
H0118,SS400,1600,241,yard,2026-06-03 00:18:51.070606839,2026-06-03 00:18:51.070606839,2026-06-03 00:25:39.758235544,2026-06-03 00:25:39.758235544,YARD-1,,2026-06-03 04:33:30.973976528
H0119,SUS304,1550,300,ld,2026-06-02 23:18:32.136211671,2026-06-02 23:18:32.136211671,2026-06-02 23:24:23.737876601,2026-06-02 23:24:23.737876601,LD-1,,2026-06-03 07:44:48.690453565
H0119,SUS304,1550,300,lf_wait,2026-06-02 23:24:23.737876601,2026-06-02 23:24:23.737876601,2026-06-02 23:29:30.485988622,2026-06-02 23:29:30.485988622,LF_WAIT-2,,2026-06-03 07:44:48.690453565
H0119,SUS304,1550,300,lf,2026-06-02 23:29:30.485988622,2026-06-02 23:29:30.485988622,2026-06-02 23:47:23.970347475,2026-06-02 23:47:23.970347475,LF-1,,2026-06-03 07:44:48.690453565
H0119,SUS304,1550,300,tundish,2026-06-02 23:47:23.970347475,2026-06-02 23:47:23.970347475,2026-06-02 23:52:49.051356122,2026-06-02 23:59:05.828542247,TUNDISH-1,,2026-06-03 07:44:48.690453565
H0119,SUS304,1550,300,mold,2026-06-02 23:59:05.828542247,2026-06-02 23:59:05.828542247,2026-06-03 00:20:46.801921448,2026-06-03 00:20:46.801921448,MOLD-1,강종전환셋업,2026-06-03 07:44:48.690453565
H0119,SUS304,1550,300,cooling,2026-06-03 00:20:46.801921448,2026-06-03 00:20:46.801921448,2026-06-03 00:36:16.147063981,2026-06-03 00:36:16.147063981,COOLING-4,,2026-06-03 07:44:48.690453565
H0119,SUS304,1550,300,yard,2026-06-03 00:36:16.147063981,2026-06-03 00:36:16.147063981,2026-06-03 00:41:35.548317487,2026-06-03 00:41:35.548317487,YARD-1,,2026-06-03 07:44:48.690453565
H0120,SUS304,1450,201,ld,2026-06-02 23:38:10.043364311,2026-06-02 23:38:10.043364311,2026-06-02 23:43:28.240094748,2026-06-02 23:43:28.240094748,LD-1,,2026-06-03 05:57:46.513846884
H0120,SUS304,1450,201,lf_wait,2026-06-02 23:43:28.240094748,2026-06-02 23:43:28.240094748,2026-06-02 23:50:44.589985449,2026-06-02 23:50:44.589985449,LF_WAIT-3,,2026-06-03 05:57:46.513846884
H0120,SUS304,1450,201,lf,2026-06-02 23:50:44.589985449,2026-06-02 23:50:44.589985449,2026-06-03 00:10:09.676891532,2026-06-03 00:10:09.676891532,LF-1,,2026-06-03 05:57:46.513846884
H0120,SUS304,1450,201,tundish,2026-06-03 00:10:09.676891532,2026-06-03 00:10:09.676891532,2026-06-03 00:16:10.502302914,2026-06-03 00:20:46.801921448,TUNDISH-1,,2026-06-03 05:57:46.513846884
H0120,SUS304,1450,201,mold,2026-06-03 00:20:46.801921448,2026-06-03 00:20:46.801921448,2026-06-03 00:32:25.527725876,2026-06-03 00:32:25.527725876,MOLD-1,,2026-06-03 05:57:46.513846884
H0120,SUS304,1450,201,cooling,2026-06-03 00:32:25.527725876,2026-06-03 00:32:25.527725876,2026-06-03 00:48:10.859134795,2026-06-03 00:48:10.859134795,COOLING-3,,2026-06-03 05:57:46.513846884
H0120,SUS304,1450,201,yard,2026-06-03 00:48:10.859134795,2026-06-03 00:48:10.859134795,2026-06-03 00:54:17.497871722,2026-06-03 00:54:17.497871722,YARD-1,,2026-06-03 05:57:46.513846884
